id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
cults-1-64-scale-engine-rotary-26b-4-rotor-diecast-hot-w,rotary,1/64 26B 4-rotor for Hot Wheels,1/64 26B 4-rotor for Hot Wheels,different,Cults3D,https://cults3d.com/en/3d-model/various/1-64-scale-engine-rotary-26b-4-rotor-diecast-hot-wheels-mazda-rx7-fd,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,1,,Cults downloads need login.
cults-48-ida-carburetor-simplified,rotary,"Weber 48 IDA carburettor simplified, 1:1, measured on a real 48 IDA","Weber 48 IDA carburettor simplified, 1:1, measured on a real 48 IDA",close,Cults3D,https://cults3d.com/en/3d-model/various/48-ida-carburetor-simplified,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,4,,Cults downloads need login. Price/license not captured.
cults-48mm-ida-downdraft-weber-carburettor,rotary,"48 IDA Weber with K&N filter, 1/24","48 IDA Weber with K&N filter, 1/24",close,Cults3D,https://cults3d.com/en/3d-model/various/48mm-ida-downdraft-weber-carburettor,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,1,,Cults downloads need login.
cults-trompeta-weber-ida-48,rotary,Trumpet Weber IDA 48,Trumpet Weber IDA 48,close,Cults3D,https://cults3d.com/en/3d-model/various/trompeta-weber-ida-48,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login.
cults-weber-45-dcoe,rotary,Weber 45 DCOE (linked by Printables 611515 author),Weber 45 DCOE (linked by Printables 611515 author),close,Cults3D,https://cults3d.com/en/3d-model/various/weber-45-dcoe,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,3,,Cults downloads need login.
cults-yeggi-13b-engine-kit-for-mazda-rx-7-scale-110-,rotary,13B Engine Kit for Mazda RX-7 Scale 1:10-1:24,"13B engine kit, scale model",close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Seen via Yeggi; Cults URL not resolved.
cults-yeggi-124-scale-engine-mazda-13b-3-rotor,rotary,1:24 Scale Engine Mazda 13B 3 Rotor,13B-based 3-rotor 1:24,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults.
cults-yeggi-164-scale-rotary-13b-ida-non-filter-engi,rotary,1:64 Scale Rotary 13B IDA Non Filter Engine Diecast,13B with IDA carbs 1:64,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults.
cults-yeggi-rotary-26b-ppre-obj-file,rotary,Rotary 26B PPRE OBJ File,26B peripheral port,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults; possibly related to Dakta 13B PPRE uploads.
cults-yeggi-13b-rough-scan-stl-file,rotary,13B rough scan STL File,13B rough 3D scan,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults - real-scale scan candidate.
cults-yeggi-free-13b-exhaust-port-block-off-plate,rotary,Free 13b exhaust port block off plate,13B exhaust port block-off plate,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults.
cults-yeggi-mazdaspeed-rotary-oil-cap,rotary,Mazdaspeed rotary oil cap,Rotary oil filler cap,close,Cults3D,https://www.yeggi.com/q/13b+rotary+engine/,(see page),(not captured),stl/obj,no,yes,,,,,2,,Yeggi; Cults.
cgtrader-rotary-13b-rx7-mazda,rotary,Rotary 13B RX7 MAZDA,"13B twin-turbo complete engine, 110+ parts",close,CGTrader,https://www.cgtrader.com/3d-models/vehicle/part/rotary-13b-rx7-mazda,(see page),(not captured; likely paid),various,no,yes,,,,,2,,Listed as 3D model; likely PAID - not free. Recorded for provenance of Sketchfab re-uploads.
cgtrader-rotary-engine-13b-custom-turbo-setup,rotary,Rotary 13B RX7 MAZDA custom turbo setup,13B single-turbo engine,close,CGTrader,https://www.cgtrader.com/3d-models/vehicle/vehicle-part/rotary-engine-13b-custom-turbo-setup,(see page),(not captured; likely paid),various,no,yes,,,,,2,,Likely PAID.
cgtrader-moteur-rotatif-wankel-wankel-rotary-engine,rotary,Moteur rotatif Wankel,Generic Wankel printable,close,CGTrader,https://www.cgtrader.com/3d-print-models/hobby-diy/mechanical-parts/moteur-rotatif-wankel-wankel-rotary-engine,(see page),(not captured; likely paid),various,no,yes,,,,,2,,Price not captured.
github-arpieb-wankel-sw92,rotary,arpieb/Wankel-SW92,SW-92 Wankel SolidWorks + scanned original plans,different,GitHub,https://github.com/arpieb/Wankel-SW92,arpieb,none stated,SLDPRT/STL,no,no,,,,,1,,No license file - not downloaded (same content as downloaded jasonatwood zip).
github-anandksa597-wankel_engine,rotary,AnandKSA597/Wankel_Engine,Generic Wankel SolidWorks assembly + drawing,different,GitHub,https://github.com/AnandKSA597/Wankel_Engine,AnandKSA597,none stated,SLDPRT/STL,no,no,,,,,1,,No license file; SolidWorks only - not downloaded.
github-jasonnyberg-wankel,rotary,jasonnyberg/wankel,Wankel / reverse-Wankel 3D-print experiments (STL),different,GitHub,https://github.com/jasonnyberg/wankel,jasonnyberg,none stated,SLDPRT/STL,no,no,,,,,1,,No license file - not downloaded.
drawing-grabcad-mazda-13b-curves,rotary,Mazda 13B curves (epitrochoid + rotor + gear pitch circles),dimension source: 12A/13B rotary geometry,close,GrabCAD,https://grabcad.com/library/mazda-13b-curves-1,CadaZ,(n/a / not stated),drawing,no,yes,,,,,3,,"R=105, e=15 stated -> valid 12A/13B profile; see grabcad-mazda-13b-curves-1 entry."
drawing-rx7club-engine-dimensions-12a-13b,rotary,"rx7club thread 'engine dimensions 12A and 13B' - image rotary-dimensions.gif (Aaron Cake, 2017)",dimension source: 12A/13B rotary geometry,exact,rx7club.com,https://www.rx7club.com/new-member-rx-7-technical-256/engine-dimensions-12a-13b-1110485/,Aaron Cake (post),(n/a / not stated),drawing,no,yes,,,,,3,,Overall 12A/13B engine outline dimensions diagram attached to post; attachment not retrievable without forum login. AusRotary notes 12A vs 13B length differs by ~20 mm (10 mm per housing).
drawing-rx7club-13b-rew-cad-epitrochoid,rotary,rx7club '13b-rew CAD/technical drawings' thread,dimension source: 12A/13B rotary geometry,close,rx7club.com,https://www.rx7club.com/3rd-gen-general-discussion-322/13b-rew-cad-technical-drawings-1077217/,Sideo et al.,(n/a / not stated),drawing,no,no,,,,,3,,"States X=E cos3t + R cos t, Y=E sin3t + R sin t with E=15, R=104 mm (note 104 vs 105 - 105 is Mazda generating radius; 104 may include apex clearance offset). No files posted publicly."
drawing-ausrotary-13bt-dimensions,rotary,AusRotary '13BT Engine Dimensions',dimension source: 12A/13B rotary geometry,close,ausrotary.com,http://www.ausrotary.com/viewtopic.php?t=88903,forum,(n/a / not stated),drawing,no,no,,,,,3,,"13BT: pulley-to-back 19 in; clutch-fan-to-back 22 in; sump to injector rail 20 in; water pump outlet to dipstick 16 in (forum-measured, unverified). 12A ~20 mm shorter."
drawing-yamamoto-rotary-engine-book,rotary,"Kenichi Yamamoto, 'Rotary Engine' (Toyo Kogyo 1969/1981) - dimension tables",dimension source: 12A/13B rotary geometry,close,foxed.ca (per rx7club),https://www.rx7club.com/new-member-rx-7-technical-256/1978-12a-engine-blueprints-1164578/,Kenichi Yamamoto / Mazda,(n/a / not stated),drawing,no,no,,,,,3,,"Primary published source for 10A/12A/13B generating radius, eccentricity, width (table 2.1 used by GrabCAD renesis-13b-msp-1). Not downloaded; location only."
drawing-free-info-pages-nikki-carb,rotary,Rebuilding the RX-7 Nikki carb (1979-85 12A) - exploded diagrams,dimension source: 12A/13B rotary geometry,close,free-info-pages.com,https://free-info-pages.com/rx7-rebuilding-nikki-carburetor-yourself.htm,free-info-pages,(n/a / not stated),drawing,no,no,,,,,3,,Exploded (non-dimensioned) diagrams of the stock FB 12A Nikki 4-barrel; Flickr set 'glazedham42' also has Nikki diagrams. No 3D model of the Nikki carb found anywhere.
drawing-grabcad-tutorial-wankel-design,rotary,How to design a Wankel or any other rotary engine (tutorial),dimension source: 12A/13B rotary geometry,close,GrabCAD,https://grabcad.com/tutorials/how-to-design-a-wankel-or-any-other-rotary-engine,GrabCAD community,(n/a / not stated),drawing,no,no,,,,,3,,Epitrochoid/gear construction method.
1-15-engine-holder-for-the-ls3-chevy-engine-printables-dancan13f,swap,1/15.Engine Holder for the LS3 Chevy Engine,LS3 engine scale model holder (dancan13f remix series of Eric Harrell LS3),close,printables.com,https://www.printables.com/model/18179-115engine-holder-for-the-ls3-chevy-engine,dancan13f,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/swap/1-15-engine-holder-for-the-ls3-chevy-engine-printables-dancan13f,154 x 190 x 141,display stand for ~1:3 scale LS3 model,25070,2,"This is a new Engine Holder for the LS3 Chevy Engine (https://www.thingiverse.com/thing:1911808). This is a new Engine Holder for the LS3 Chevy Engine ( https://www.thingiverse.com/thing:1911808 ). I modeled a new holder to support the weight of he engine (more than 3Kg with accessories, and there are still many elements to add). Print instructions Print Settings 1 x Engine_Holder : Layer:0.15mm Raft:no Brim:no Support:yes Infill:50% 1 x Engine_Holder_Logo : Layer:0.15mm Raft:no Brim:no Support:no Infill:100% Accessories 2 x m2x5mm SHCS 8 x m3x5mm SHCS Mounting Look at pictures. More add-ons h","measured: largest=engine_holder.stl; per-file extents: engine_holder.stl=[154.274, 190.0, 141.424]; engine_holder_logo.stl=[91.322, 17.321, 4.003]"
1-25th-scale-ford-9-inch-rear-end-with-disc-b-thingiverse-night-stone,swap,"1/25th scale ford 9 inch rear end with disc brakes, separated","Ford 9in rear end with disc brakes, 1/25 scale model",close,thingiverse.com (via archive.org mirror),https://www.thingiverse.com/thing:3561682,Night Stone (Night_Stone),https://creativecommons.org/licenses/by/4.0/,stl,yes,no,01-REFERENCE/model/library/swap/1-25th-scale-ford-9-inch-rear-end-with-disc-b-thingiverse-night-stone,56 x 62 x 4,1:25 model kit,89500,2,"Ford 9 inch rear end, work in progress. This file was reduced from a larger scale. I have also separated the pieces to make it easier to print. Update 4/21/19: 1. uploaded a set of disc brakes, layered height at .12, infil 10%, print speed 40 mm/s, no support 2. Axle shaft, same as above, no support needed 3. Rear pumpkin, 2 piece, no support needed. But this one is still a work in progress as it didn't print out smoothly 4. Removed original file, I made the files separate as it had a hard time printing a whole set If you do print and come across any issues please let me know","Downloaded from Internet Archive mirror https://archive.org/details/thingiverse-3561682 (Thingiverse site downloads are JS-gated). Thing date 2019-04-13. | measured: largest=1_25th_scale_ford_9_inch_rear_end_with_disc_brakes_separated_3561682/files/1-25_scale_set_of_disc_brakes.stl; per-file extents: 1_25th_scale_ford_9_inch_rear_end_with_disc_brakes_separated_3561682/files/1-25_scale_set_of_disc_brakes.stl=[55.69, 61.597, 4.249]; 1_25th_scale_ford_9_inch_rear_end_with_disc_brakes_separated_3561682/files/ford_9_inch_rear_axle_shaft.stl=[39.002, 1.8, 1.8]; 1_25th_scale_ford_9_inch_rear_end_with_disc_brakes_separated_3561682/files/1-25_scale_Ford_9_inch_Pumpkin.stl=[13.08, 79.869, 7.499]"
1-7-8-inch-ls3-through-ls7-header-mock-kit-printables-michael-rinkle,swap,1 7/8 inch LS3 through LS7 header mock kit,"1-7/8in primary LS3-LS7 (rectangular port) header mock-up kit, 1:1",close,printables.com,https://www.printables.com/model/337798-1-78-inch-ls3-through-ls7-header-mock-kit,Michael Rinkle,Creative Commons — Attribution — Noncommercial — Share Alike,3mf,yes,no,01-REFERENCE/model/library/swap/1-7-8-inch-ls3-through-ls7-header-mock-kit-printables-michael-rinkle,443 x 57 x 10,1:1,458156,3,"This kit allows for near infinite adjustment when you're making LS3-7 headers, contains most common radius bends. &nbsp; Couldn't find a suitable kit around for an important project car at work and most of the printable header mock up kits were difficult to print or had trouble with strength or used more plastic in supports than it did on the pieces. The outside diameter is 1.875"" and tube size is ideal for single/twin turbo applications up to 1200HP on an LS3 5.3L built for street/strip. &nbsp; Grab a bag of 026 o-rings (75A durometer) from your favorite supplier and print away. Designed excl","Primary tube segments 1.875in OD (0.05 m) and 443 mm long universal LS3-LS7 (rectangle port) mock-up flange. | measured: largest=LS3-7 mockup flange universal.3mf; per-file extents: 1.875od3.0cl22deg.3mf=[0.05, 0.054, 0.041]; 1.875od2.5cl22.5dg.3mf=[0.05, 0.053, 0.036]; 1.875od6.0cl22.5dg.3mf=[0.05, 0.059, 0.07]; 1.875od3.0cl22.5dg.3mf=[0.05, 0.054, 0.041]; 1.875OD_0.25L.3mf=[0.05, 0.05, 0.011]; 1.875OD_0.375L.3mf=[0.05, 0.05, 0.014]; 1.875OD_0.75L.3mf=[0.05, 0.05, 0.024]; 1.875OD_0.625L.3mf=[0.05, 0.05, 0.021]; 1.875od_2.50r_22dg.3mf=[0.05, 0.053, 0.036]; 1.875OD_0.875L.3mf=[0.05, 0.05, 0.027]; 1.875OD_3.0L.3mf=[0.05, 0.05, 0.081]; 1.875od_1.875r_22dg.3mf=[0.05, 0.051, 0.03]; 1.875OD_1.0L.3mf=[0.05, 0.05, 0.03]; 1.875OD_2.0L.3mf=[0.05, 0.05, 0.056]; 1.875od_3.750r_22dg.3mf=[0.05, 0.055, 0.048] ..."
1-inch-set-back-plate-1-grabcad-lou.kaminski-1,swap,1 inch SET BACK PLATE,1in engine setback plate (LS bellhousing spacer),close,grabcad.com,https://grabcad.com/library/1-inch-set-back-plate-1,Lou Kaminski,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering,Other",no,yes,,,,,3,"312 downloads, 18 likes, 4 files, created 2015-11-04",Chvy LS1 engine set back plate | GrabCAD download requires login; not fetched.
15492640-delphi-80-way-ecm-pcm-connector-1-grabcad-u.s.i.r.u.k-1,swap,15492640 - Delphi 80 Way ECM/PCM Connector,Delphi 15492640 80-way ECM/PCM connector (LS PCM),close,grabcad.com,https://grabcad.com/library/15492640-delphi-80-way-ecm-pcm-connector-1,U S I R U K,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS,Rendering",no,yes,,,,,4,"47 downloads, 4 likes, 6 files, created 2025-01-24","APTIV; DELPHI; This part fits: • 1998-2002 Chevrolet Camaro LS1 • 1997-2001 Chevrolet Corvette LS1 • 1998-2002 Pontiac Firebird LS1 other GM applications Requires x2 of 12176410, 12176408, 15358857, or 12176409 retainer locks. Requires 15354962 cover. | GrabCAD download requires login; not fetched."
180-degree-headers-ls-1-grabcad-marco.aguilar-28,swap,180 degree headers LS,LS 180-degree headers,close,grabcad.com,https://grabcad.com/library/180-degree-headers-ls-1,Marco Aguilar,GrabCAD Community Library terms (per-model license not stated),"STEP / IGES,Rendering",no,yes,,,,,2,"49 downloads, 6 likes, 7 files, created 2026-03-24","Very asynchronous design, as this is designed to clear the driveshaft and the upper three link. Vehicle specific, but I am uploading for inspiration. | GrabCAD download requires login; not fetched."
190mm-spal-axial-fan-grabcad-m.buckles,swap,190mm Spal Axial fan,SPAL 190mm (7.5in) axial electric cooling fan,close,grabcad.com,https://grabcad.com/library/190mm-spal-axial-fan,M Buckles,GrabCAD Community Library terms (per-model license not stated),"SOLIDWORKS 2011,STEP / IGES,Rendering",no,yes,,,,,3,"985 downloads, 24 likes, 3 files, created 2012-02-09",Fan that i use in assembly models. | GrabCAD download requires login; not fetched.
1979-1980-mazda-rx-7-interior-shifter-cover-8871-6-printables-grantd,swap,1979-1980 Mazda Rx-7 Interior Shifter cover 8871-64-350A-00,1979-80 SA22C RX-7 interior shifter cover 8871-64-350A-00,close,printables.com,https://www.printables.com/model/1625131-1979-1980-mazda-rx-7-interior-shifter-cover-8871-6,GrantD,Creative Commons — Attribution — Noncommercial,"3mf,stl",yes,no,01-REFERENCE/model/library/swap/1979-1980-mazda-rx-7-interior-shifter-cover-8871-6-printables-grantd,182 x 203 x 186,1:1,126072,3,"Part No. 8871-64-350A-00 Shift bezel for a 1979-1980 manual RX-7. You will need a new shifter boot that is of sufficient size for this. I made my own and can upload the templates a bit later once I finish tweaking them. To assemble you will need 12 M3 heat press inserts that are 4mm long and about 5mm wide at the widest point. You will also need the original mounting hardware, or you can make your own with some thin steel.&nbsp; Reference to original is here:&nbsp; 79-80 Rx7 Interior Shifter Cover Panel &amp; Boot (8871-64-350A-00)","1979-80 SA22C shift bezel; our 1982 car differs slightly (auto trans). | measured: largest=Shift Bezel.3mf; per-file extents: Top retainer.stl=[82.248, 8.245, 2.0]; Shift Bezel.3mf=[181.771, 203.262, 186.464]; Bottom Retainer.stl=[128.388, 8.4, 2.0]; Shift Bezel.stl=[203.2, 228.821, 48.089]"
